City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Ilebo,CD,-4.3167,20.5833,69.76,90,11,1.19,few clouds
347,Qui Nhon,VN,13.7667,109.2333,89.06,63,99,10.85,overcast clouds
348,Plainview,US,40.7765,-73.4673,61.86,88,100,8.05,fog
349,Krasnoselkup,RU,65.7,82.4667,53.56,64,96,12.57,overcast clouds
350,Talnakh,RU,69.4865,88.3972,33.48,100,100,10.45,overcast clouds
351,Sitka,US,57.0531,-135.33,49.89,76,40,8.05,scattered clouds
352,Harper,LR,4.375,-7.7169,77.25,89,96,3.15,overcast clouds
353,Loukhi,RU,66.0764,33.0381,47.34,83,91,2.3,overcast clouds
354,Rosa Zarate,EC,0.3333,-79.4667,74.01,97,97,1.1,light rain
355,Waipawa,NZ,-41.4122,175.5153,49.8,73,72,4.14,broken clouds
356,Majene,ID,-3.5403,118.9707,86.23,69,44,6.02,scattered clouds
357,Wanning,CN,18.8003,110.3967,88.63,66,89,11.95,overcast clouds
358,Didao,CN,45.3667,130.8,62.6,20,46,4.54,scattered clouds
359,Tayshet,RU,55.9342,98.0044,67.8,21,54,4.38,broken clouds
360,Dekar,BW,-21.5333,21.9333,58.82,29,3,4.7,clear sky
361,Capitan Bado,PY,-23.2667,-55.5333,54.32,93,0,5.91,clear sky
362,Jizan,SA,17.3333,42.6667,92.34,53,11,3.31,few clouds
363,Pasni,PK,25.2631,63.471,89.1,44,99,11.99,overcast clouds
364,The Valley,AI,18.217,-63.0578,80.46,77,100,22.91,overcast clouds
365,Severo-Yeniseyskiy,RU,60.3725,93.0408,59.74,42,92,3.18,overcast clouds
366,Kavaratti,IN,10.5669,72.642,83.44,76,100,12.01,overcast clouds
367,Black Diamond,US,47.3087,-122.0032,44.24,81,75,1.99,broken clouds
368,Meoqui,MX,28.2833,-105.4833,79.23,8,69,7.49,broken clouds
369,Yar-Sale,RU,66.8333,70.8333,38.41,100,100,13.8,overcast clouds
370,Mende,FR,44.6667,3.5,50.99,57,99,1.12,overcast clouds
371,Flinders,AU,-34.5833,150.8552,73.38,78,100,5.57,overcast clouds
372,Angoche,MZ,-16.2325,39.9086,74.44,77,23,5.57,light rain
373,Aklavik,CA,68.2191,-135.0107,40.93,75,92,7.9,overcast clouds
374,Pisco,PE,-13.7,-76.2167,62.65,88,33,9.22,mist
375,Sunland Park,US,31.7965,-106.58,75.49,7,0,1.99,clear sky
376,Pakxan,LA,18.3778,103.6601,86.02,73,91,5.21,moderate rain
377,Asau,RO,46.4333,26.4,68.95,48,25,3.09,scattered clouds
378,Lorengau,PG,-2.0226,147.2712,84.83,65,95,6.44,overcast clouds
379,Jasper,US,37.2001,-94.3502,75.97,76,0,10.36,clear sky
380,Matucana,PE,-11.85,-76.4,59.38,75,64,5.28,broken clouds
381,Mertoyudan,ID,-7.52,110.2264,87.64,63,30,3.38,scattered clouds
382,Shobara,JP,34.85,133.0167,65.25,100,100,0.81,moderate rain
383,Nioro,GM,13.35,-15.75,73.83,76,49,6.31,scattered clouds
384,Gbarnga,LR,6.9956,-9.4722,71.22,99,77,0.94,broken clouds
385,Jawhar,SO,2.7809,45.5005,85.8,63,52,19.04,broken clouds
386,Vila Velha,BR,-20.3297,-40.2925,75.15,78,75,4.61,broken clouds
387,Yumbing,PH,9.2393,124.6578,83.77,75,99,4.81,overcast clouds
388,Penzance,GB,50.1186,-5.5371,52.48,81,69,15.35,broken clouds
389,Chumikan,RU,54.7183,135.315,37.26,94,100,1.05,overcast clouds
390,Broken Hill,AU,-31.95,141.4333,68.49,50,32,6.4,scattered clouds
391,Ostrovnoy,RU,68.0531,39.5131,47.21,68,79,5.3,broken clouds
392,Springfield,US,37.2153,-93.2982,76.84,74,0,9.22,clear sky
393,Pokhara,NP,28.2333,83.9833,76.66,68,90,1.68,overcast clouds
394,Puerto Quijarro,BO,-17.7833,-57.7667,69.08,72,0,0.92,clear sky
395,Kahta,TR,37.7855,38.6237,62.04,29,0,8.05,clear sky
396,Ustyuzhna,RU,58.8394,36.4321,48.06,78,95,17.74,overcast clouds
397,Port Elizabeth,ZA,-33.918,25.5701,57.31,83,0,4.61,clear sky
398,Buala,SB,-8.145,159.5921,82.87,74,81,3.18,broken clouds
399,Pangnirtung,CA,66.1451,-65.7125,6.22,80,17,6.93,few clouds
400,Abonnema,NG,4.7084,6.7931,79.09,88,77,2.95,broken clouds
401,Namatanai,PG,-3.6667,152.4333,83.64,67,96,8.75,overcast clouds
402,Ketchikan,US,55.3422,-131.6461,45.07,81,75,0.0,broken clouds
403,Phalombe,MW,-15.8064,35.6507,66.67,65,0,1.79,clear sky
404,College,US,64.8569,-147.8028,39.18,93,100,8.05,light rain
405,Denpasar,ID,-8.65,115.2167,87.46,79,20,9.22,few clouds
406,Zempoala,MX,19.45,-96.4167,78.91,77,54,2.68,broken clouds
407,Benghazi,LY,32.1167,20.0667,65.43,66,0,8.99,light rain
408,Hokitika,NZ,-42.7167,170.9667,54.46,77,100,2.01,overcast clouds
409,Lata,PT,40.1629,-8.3327,57.58,64,37,1.41,scattered clouds
410,Ust-Maya,RU,60.4167,134.5333,47.88,71,100,7.81,light rain
411,Gaomi,CN,36.3833,119.7528,68.13,38,71,7.02,broken clouds
412,Margate,GB,51.3813,1.3862,50.31,86,94,1.01,overcast clouds
413,Lethem,GY,3.3803,-59.7968,75.74,87,90,9.37,overcast clouds
414,Imeni Poliny Osipenko,RU,52.4201,136.4853,56.03,44,70,3.0,broken clouds
415,Chapais,CA,49.7834,-74.8492,51.58,96,92,4.92,overcast clouds
416,Mendi,PG,-6.1761,143.6513,64.13,90,95,1.92,overcast clouds
417,Darhan,MN,49.4867,105.9228,60.98,21,37,9.93,scattered clouds
418,Terra Rica,BR,-22.7094,-52.6169,56.05,84,0,3.15,clear sky
419,Gravdal,NO,68.1214,13.5031,42.69,100,75,2.3,broken clouds
420,Along,IN,28.1667,94.7667,71.55,99,100,1.25,overcast clouds
421,China,MX,25.7,-99.2333,74.48,82,14,23.33,few clouds
422,Kyren,RU,51.6828,102.1408,59.95,23,99,3.11,overcast clouds
423,Mackay,AU,-21.15,149.2,84.69,81,2,7.02,clear sky
424,Namibe,AO,-15.1961,12.1522,71.96,67,0,4.56,clear sky
425,Zambezi,ZM,-13.5432,23.1047,63.07,61,22,4.99,few clouds
426,Coos Bay,US,43.3665,-124.2179,47.32,99,100,4.61,overcast clouds
427,Nova Olimpia,BR,-14.7972,-57.2881,70.63,83,50,1.9,scattered clouds
428,Kendari,ID,-3.945,122.4989,85.66,74,88,0.65,overcast clouds
429,Dubbo,AU,-32.25,148.6167,71.73,73,100,9.22,overcast clouds
430,Dejen,ET,10.1667,38.1333,68.97,25,11,5.99,few clouds
431,Longido,TZ,-2.7333,36.6833,66.97,73,87,5.73,overcast clouds
432,Picsi,PE,-6.7178,-79.7697,65.82,80,64,8.41,broken clouds
433,Flin Flon,CA,54.7682,-101.865,49.91,66,55,10.38,broken clouds
434,Tingi,TZ,-11.3,35.0333,64.94,69,6,3.96,clear sky
435,Carman,CA,49.4992,-98.0016,54.9,93,100,17.27,moderate rain
436,Kwinana,AU,-32.25,115.7667,65.93,60,98,7.0,overcast clouds
437,Tateyama,JP,34.9833,139.8667,70.11,88,75,3.44,mist
438,Hualmay,PE,-11.0964,-77.6139,62.96,86,66,9.37,broken clouds
439,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,82,20,8.05,few clouds
440,Marovoay,MG,-16.1,46.6333,79.65,57,6,7.96,clear sky
441,Egvekinot,RU,66.3167,-179.1667,25.74,93,50,3.94,scattered clouds
442,Muli,MV,2.9167,73.5667,82.85,80,100,15.43,overcast clouds
443,Carballo,ES,43.213,-8.691,56.62,91,95,2.44,overcast clouds
444,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.45,82,61,8.88,broken clouds
445,Wilmington,US,34.2257,-77.9447,66.11,90,75,6.91,light rain
446,Lensk,RU,60.7253,114.9278,53.83,69,99,9.51,light rain
447,Mgandu,TZ,-5.95,34.1333,64.27,72,98,9.73,overcast clouds
448,Svetlogorsk,BY,52.6333,29.7333,52.65,63,52,13.35,broken clouds
449,Katangli,RU,51.7102,143.2326,38.5,98,98,8.01,overcast clouds
450,Leh,IN,34.1667,77.5833,53.55,26,28,6.29,scattered clouds
451,Vigrestad,NO,58.5667,5.7,49.59,89,90,12.82,light rain
452,Madang,PG,-5.2246,145.7966,85.06,65,65,6.91,broken clouds
453,Tay Ninh,VN,11.3,106.1,95.52,45,88,10.04,overcast clouds
454,Tiznit,MA,29.5833,-9.5,69.03,42,28,7.54,scattered clouds
455,Ukiah,US,39.1502,-123.2078,52.65,95,21,3.87,few clouds
456,Suhbaatar,MN,50.2314,106.2078,62.71,24,49,15.03,scattered clouds
457,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,58.87,47,92,8.05,light rain
458,Manggar,ID,-2.8833,108.2667,84.69,74,60,4.47,broken clouds
459,Sarakhs,IR,36.5449,61.1577,68.14,64,75,18.41,broken clouds
460,Thinadhoo,MV,0.5333,72.9333,83.62,70,91,13.56,overcast clouds
461,Miyang,CN,24.4042,103.4428,79.3,60,74,1.07,broken clouds
462,Nyurba,RU,63.2842,118.3319,42.84,74,95,8.37,overcast clouds
463,Allapalli,IN,19.4167,80.0667,100.06,35,53,7.27,broken clouds
464,Palu,ID,-0.8917,119.8707,83.95,86,99,3.29,overcast clouds
465,Karratha,AU,-20.7377,116.8463,79.9,71,85,9.95,overcast clouds
466,Daru,PG,-9.0763,143.2092,83.05,76,52,7.47,broken clouds
467,Talara,PE,-4.5772,-81.2719,68.38,80,70,14.18,broken clouds
468,Zyryanka,RU,65.75,150.85,51.71,54,0,15.75,clear sky
469,Valley City,US,46.9233,-98.0032,59.52,100,100,13.8,mist
470,Pafos,CY,34.7667,32.4167,70.23,46,0,2.3,clear sky
471,Lompoc,US,34.6391,-120.4579,55.94,77,0,25.99,clear sky
472,Intipuca,SV,13.1969,-88.0544,78.55,80,59,2.28,broken clouds
473,Afyonkarahisar,TR,38.75,30.6667,47.46,71,0,1.14,clear sky
474,Paka,MY,4.6374,103.4368,89.53,70,20,3.44,few clouds
475,Wajima,JP,37.4,136.9,72.28,78,75,4.61,broken clouds
476,Longyan,CN,25.1072,117.0225,74.25,92,100,1.21,light rain
477,Port-Cartier,CA,50.0334,-66.8654,48.42,90,100,5.17,overcast clouds
478,Garissa,KE,-0.4536,39.6401,82.49,60,54,17.76,broken clouds
479,Tombouctou,ML,20.0,-3.0,79.45,9,5,14.25,clear sky
480,Mitsamiouli,KM,-11.3847,43.2844,80.1,63,4,3.8,clear sky
481,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,77,40,8.9,scattered clouds
482,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,43.39,87,75,11.18,broken clouds
483,Rio Grande,BR,-32.035,-52.0986,56.55,75,5,5.12,clear sky
484,Los Llanos De Aridane,ES,28.6585,-17.9182,65.12,81,40,4.0,scattered clouds
485,Berlevag,NO,70.8578,29.0864,37.35,81,75,21.85,broken clouds
486,Hami,CN,42.8,93.45,71.35,10,100,11.63,overcast clouds
487,Pokrovsk,UA,48.282,37.1758,60.76,71,88,14.7,overcast clouds
488,Soyo,AO,-6.1349,12.3689,76.86,88,54,4.5,broken clouds
489,Gimli,CA,50.6336,-96.9907,41.02,87,100,11.5,moderate rain
490,Smidovich,RU,48.6,133.8167,58.69,29,65,9.26,broken clouds
491,Pogranichnyy,RU,44.4064,131.3769,63.28,22,75,10.2,broken clouds
492,Itaituba,BR,-4.2761,-55.9836,72.99,97,95,2.28,overcast clouds
493,Payo,ID,-3.7508,103.6372,91.65,51,61,2.59,broken clouds
494,Ngunguru,NZ,-35.6167,174.5,58.21,72,35,5.03,scattered clouds
495,Ixtapa,MX,20.7,-105.2,80.22,83,40,0.0,scattered clouds
496,Coahuayana,MX,18.7333,-103.6833,75.88,78,91,2.48,overcast clouds
497,Buchanan,LR,5.8808,-10.0467,75.36,95,90,7.18,overcast clouds
498,Sechura,PE,-5.5569,-80.8222,66.61,80,47,10.87,scattered clouds
499,Sistranda,NO,63.7256,8.834,46.36,78,100,8.28,light rain
500,Mirnyy,RU,62.5353,113.9611,51.24,43,100,13.0,overcast clouds
501,Khorixas,NA,-20.3667,14.9667,64.17,29,23,4.94,few clouds
502,Akropong,GH,5.9746,-0.0854,74.35,94,88,2.8,overcast clouds
503,Arlit,NE,18.7369,7.3853,83.89,14,0,7.29,clear sky
504,Shakawe,BW,-18.3667,21.85,61.86,31,0,1.61,clear sky
505,Ayan,RU,56.45,138.1667,32.22,98,100,7.92,snow
506,Darnah,LY,32.767,22.6367,65.97,48,1,3.36,clear sky
507,Papara,BR,-3.9839,-38.7273,75.6,98,25,3.31,scattered clouds
508,Gondar,ET,12.6,37.4667,75.11,28,6,4.88,clear sky
509,Kundiawa,PG,-6.0167,144.9667,71.06,84,95,0.74,overcast clouds
510,Adrar,MR,20.5022,-10.0711,80.17,17,3,12.24,clear sky
511,Hukuntsi,BW,-24.0,21.75,59.94,30,1,8.77,clear sky
512,Murray Bridge,AU,-35.1167,139.2667,67.12,53,80,12.12,broken clouds
513,Shelburne,CA,44.0787,-80.2041,61.59,32,98,7.11,overcast clouds
514,Yarkovo,RU,57.4028,67.0786,66.85,29,98,9.19,overcast clouds
515,Kijang,KR,35.2442,129.2139,71.33,75,100,12.82,moderate rain
516,Mumford,GH,5.2618,-0.759,78.51,88,100,6.49,light rain
517,Meulaboh,ID,4.1363,96.1285,87.15,62,69,5.5,broken clouds
518,Cap Malheureux,MU,-19.9842,57.6142,78.48,66,27,8.99,scattered clouds
519,Godfrey,US,38.9556,-90.1868,79.88,63,0,4.61,clear sky
520,Dali,CN,25.7,100.1833,75.42,47,37,6.87,scattered clouds
521,Saint-Georges,GD,12.0564,-61.7485,79.29,79,24,17.81,few clouds
522,Ormara,PK,25.2088,64.6357,87.08,58,69,19.84,broken clouds
523,Mingaora,PK,34.7758,72.3625,94.66,14,0,6.51,clear sky
524,Cancuc,MX,16.9167,-92.4833,58.93,93,13,1.3,few clouds
525,Zhezkazgan,KZ,47.8043,67.7144,69.78,37,40,6.71,scattered clouds
526,Kapit,MY,2.0167,112.9333,89.04,61,96,1.16,overcast clouds
527,Linxia,CN,35.6003,103.2064,47.14,76,100,4.09,light rain
528,Saurimo,AO,-9.6608,20.3916,66.34,64,16,5.28,few clouds
529,Husavik,IS,66.0449,-17.3389,30.56,93,100,14.29,light snow
530,Hailar,CN,49.2,119.7,50.32,20,68,8.46,broken clouds
531,Bilma,NE,18.6853,12.9164,79.93,22,3,20.98,clear sky
532,Isangel,VU,-19.55,169.2667,74.64,61,100,18.16,overcast clouds
533,Havre,FR,49.5833,0.3333,51.57,93,100,11.5,overcast clouds
534,Malilipot,PH,13.3188,123.7385,85.44,73,31,5.93,scattered clouds
535,Tuchola,PL,53.5879,17.8591,55.0,77,89,6.26,overcast clouds
536,Nelson Bay,AU,-32.7167,152.15,70.11,99,100,12.41,light rain
537,Selaphum,TH,16.0299,103.9383,91.0,57,96,7.2,overcast clouds
538,Burnie,AU,-41.0667,145.9167,62.92,75,77,1.97,broken clouds
539,Quatre Cocos,MU,-20.2078,57.7625,78.1,72,78,13.87,broken clouds
540,Emba,KZ,48.8264,58.1442,59.74,57,96,17.85,overcast clouds
541,Chicama,PE,-7.8447,-79.1469,59.54,85,84,5.79,broken clouds
542,Sayat,TM,38.7839,63.8803,67.87,31,100,18.3,overcast clouds
543,Eureka,US,40.8021,-124.1637,53.92,81,100,3.0,overcast clouds
544,Goure,NE,13.9835,10.2704,88.02,15,29,8.95,scattered clouds
545,Coxim,BR,-18.5067,-54.76,68.25,80,0,3.62,clear sky
546,Apatity,RU,67.5641,33.4031,43.93,90,97,2.46,overcast clouds
547,Sisimiut,GL,66.9395,-53.6735,24.8,88,98,11.77,light snow
548,Haverfordwest,GB,51.8017,-4.9691,54.99,88,99,5.01,overcast clouds
549,Matara,LK,5.9485,80.5353,82.45,84,100,14.61,light rain
550,Suleja,NG,9.1758,7.1808,77.99,78,79,1.7,broken clouds
551,Kamalpur,IN,24.2,91.8333,83.68,86,68,7.2,broken clouds
552,Chara,RU,56.9064,118.2631,46.38,75,98,4.94,light rain
553,Sioux Lookout,CA,50.1001,-91.917,50.07,100,100,8.05,heavy intensity shower rain
554,Beroroha,MG,-21.6667,45.1667,77.25,52,0,5.57,clear sky
555,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,53.35,97,4,5.77,clear sky
556,Alcantara,BR,-2.4089,-44.4147,79.0,92,76,4.56,broken clouds
557,Manama,BH,26.2154,50.5832,86.34,44,0,21.85,clear sky
558,Bidar,IN,17.9,77.55,95.94,36,81,7.4,broken clouds
559,Cairns,AU,-16.9167,145.7667,88.07,69,100,4.0,overcast clouds
560,Kontagora,NG,10.3999,5.4695,79.12,72,20,3.83,few clouds
561,Verkhoyansk,RU,67.5447,133.385,36.16,85,100,8.95,overcast clouds
562,Senanga,ZM,-16.1167,23.2667,67.14,44,51,4.29,broken clouds
563,Kaa-Khem,RU,51.6833,94.7333,63.21,14,5,2.68,clear sky
564,Mogadishu,SO,2.0371,45.3438,84.07,74,40,16.11,scattered clouds
565,Skjervoy,NO,70.0311,20.9714,35.6,99,100,7.11,overcast clouds
566,Wodonga,AU,-36.1167,146.8833,69.28,100,95,2.71,overcast clouds
567,Povenets,RU,62.8487,34.8262,43.36,93,100,13.27,light rain
568,Muzhi,RU,65.3667,64.6667,56.97,51,57,11.54,broken clouds
569,Cockburn Town,TC,21.4612,-71.1419,79.45,81,100,17.56,overcast clouds
570,Cody,US,44.5263,-109.0565,44.4,67,75,17.0,broken clouds
571,Alice Springs,AU,-23.7,133.8833,81.95,20,0,6.91,clear sky
572,Vanavara,RU,60.34,102.2797,60.96,36,100,6.04,overcast clouds
573,Tukuyu,TZ,-9.25,33.65,63.28,81,62,3.51,broken clouds
574,Taos,US,36.4072,-105.5731,47.44,14,0,11.01,clear sky
575,East Massapequa,US,40.6734,-73.4365,61.77,86,100,5.01,mist
576,Kalispell,US,48.1958,-114.3129,45.32,65,0,3.44,clear sky
577,Zhuhai,CN,22.2769,113.5678,82.18,89,40,10.36,scattered clouds
578,Lakes Entrance,AU,-37.8811,147.981,62.17,83,32,6.58,scattered clouds
579,Sungaipenuh,ID,-2.0833,101.3833,83.28,45,59,4.63,broken clouds
580,Sananduva,BR,-27.9497,-51.8067,45.01,94,0,3.27,clear sky
581,Sapa,PH,5.1544,120.3241,82.49,80,88,5.82,moderate rain
582,Arraias,BR,-12.9288,-46.9437,67.08,49,2,3.38,clear sky
583,Aasiaat,GL,68.7098,-52.8699,9.7,97,52,5.64,broken clouds
584,Tigil,RU,57.8,158.6667,48.96,68,100,6.93,overcast clouds
585,Mudu,CN,31.252,120.5118,64.06,78,100,8.63,moderate rain
586,Abu Samrah,SY,35.3029,37.1841,67.55,37,0,3.22,clear sky
587,Miajadas,ES,39.1513,-5.9084,61.92,50,6,1.66,clear sky
588,Kalyazin,RU,57.2403,37.8433,50.02,73,88,18.66,overcast clouds
589,Qabaqcol,AZ,41.72,46.2647,59.04,83,99,3.49,overcast clouds
590,Tallahassee,US,30.4383,-84.2807,71.44,69,75,1.01,broken clouds
591,Araouane,ML,18.9048,-3.5265,78.46,11,24,11.81,few clouds
592,Bani Walid,LY,31.7566,13.9942,59.9,72,2,7.18,clear sky
593,Talcahuano,CL,-36.7167,-73.1167,49.68,93,100,5.75,overcast clouds
594,Nara,JP,34.6851,135.8049,70.97,99,100,4.34,light rain
595,Picayune,US,30.5255,-89.6795,77.79,81,51,1.74,broken clouds
596,Omsukchan,RU,62.5333,155.8,40.15,70,12,7.29,few clouds
597,Castelo Branco,PT,39.8222,-7.4909,59.07,70,11,0.6,few clouds
598,Lubao,PH,14.9167,120.55,96.51,40,64,8.5,broken clouds
599,Tres Passos,BR,-27.4556,-53.9319,49.68,94,0,3.51,clear sky
600,Ahipara,NZ,-35.1667,173.1667,56.62,69,19,1.83,few clouds
601,Jutai,BR,-5.1833,-68.9,71.73,99,56,0.56,broken clouds
602,Maragogi,BR,-9.0122,-35.2225,75.83,88,47,4.65,moderate rain
603,Henties Bay,NA,-22.116,14.2845,57.4,85,63,6.11,broken clouds
604,Edd,ER,13.9297,41.6925,87.89,56,7,6.82,clear sky
605,Mahibadhoo,MV,3.7833,72.9667,83.62,75,95,17.16,overcast clouds
606,Rohnert Park,US,38.3396,-122.7011,55.06,75,0,4.61,clear sky
607,Watertown,US,42.3709,-71.1828,59.04,91,40,3.44,scattered clouds
608,Stranda,NO,62.3096,6.9358,47.55,83,100,11.92,overcast clouds
609,Semporna,MY,4.4818,118.6112,82.81,82,99,2.53,moderate rain
610,Coihaique,CL,-45.5752,-72.0662,43.41,87,0,5.75,clear sky
611,Usvyaty,RU,55.7456,30.7533,50.95,65,15,13.53,few clouds
612,Morden,CA,49.1919,-98.1014,57.04,100,100,11.5,overcast clouds
613,Amahai,ID,-3.3333,128.9167,85.6,72,56,6.15,broken clouds
614,Nagua,DO,19.3832,-69.8474,73.65,91,98,4.0,overcast clouds
615,Goderich,CA,43.7501,-81.7165,64.72,39,100,8.05,overcast clouds
616,Saint-Francois,FR,46.4154,3.9054,60.67,94,100,3.44,overcast clouds
617,Iquitos,PE,-3.7481,-73.2472,75.24,100,75,2.3,broken clouds
618,Malinyi,TZ,-8.9333,36.1333,72.64,80,68,0.51,broken clouds
619,Huarmey,PE,-10.0681,-78.1522,63.59,88,60,9.06,broken clouds
620,Auki,SB,-8.7676,160.7034,82.62,75,51,1.9,broken clouds
621,Pundaguitan,PH,6.3711,126.1689,83.66,72,92,4.76,overcast clouds
622,Zlobin,HR,45.2924,14.6541,56.5,77,0,2.3,clear sky
623,Sault Sainte Marie,CA,46.5168,-84.3333,61.36,48,0,9.22,clear sky
624,Koumac,NC,-20.5667,164.2833,76.14,63,98,16.53,overcast clouds
625,South Venice,US,27.0531,-82.4243,73.15,93,100,6.91,overcast clouds
626,Monrovia,LR,6.3005,-10.7969,76.24,94,97,7.25,overcast clouds
627,Vestmannaeyjar,IS,63.4427,-20.2734,36.0,64,7,15.12,clear sky
628,Ayr,GB,55.4627,-4.6339,51.78,87,40,19.57,scattered clouds
629,Sahuaripa,MX,29.05,-109.2333,73.78,12,0,5.53,clear sky
630,Sao Goncalo Dos Campos,BR,-12.4333,-38.9667,67.14,96,32,2.66,scattered clouds
631,Nedjo,ET,9.5046,35.5019,71.46,63,19,3.8,few clouds
632,Joaima,BR,-16.6542,-41.0306,68.7,71,79,2.15,broken clouds
633,Tupik,RU,54.4253,119.9327,40.59,88,100,8.12,light rain
634,Kattivakkam,IN,13.2167,80.3167,89.69,76,98,11.03,overcast clouds
635,Biloela,AU,-24.4167,150.5,70.34,73,100,13.02,overcast clouds
636,Aksarka,RU,66.5606,67.7975,38.73,100,100,9.95,overcast clouds
637,Felipe Carrillo Puerto,MX,19.5833,-88.05,68.61,84,0,2.68,clear sky
638,Angoram,PG,-4.0625,144.0661,88.32,57,71,5.99,broken clouds
639,Kunya,NG,12.2233,8.5325,78.96,73,0,6.91,clear sky
640,Rota,ES,36.6224,-6.3586,62.73,72,0,6.91,clear sky
641,Kalininsk,RU,51.5,44.4758,59.29,73,91,20.96,overcast clouds
642,Kandi,BJ,11.1342,2.9386,80.08,66,60,4.97,broken clouds
643,Champerico,GT,14.3,-91.9167,83.17,74,7,5.03,clear sky
644,Opoczno,PL,51.3757,20.2783,59.02,65,100,4.07,overcast clouds
645,Calbuco,CL,-41.768,-73.1273,38.41,84,67,5.26,light rain
646,Pemangkat,ID,1.1667,108.9667,83.89,76,95,11.52,overcast clouds
647,Sobolevo,RU,54.4299,31.8996,49.33,76,83,15.93,broken clouds
648,Lashio,MM,22.9333,97.75,82.02,66,95,1.54,overcast clouds
649,Jieshou,CN,33.2634,115.3611,74.75,35,100,8.48,overcast clouds
650,Tukums,LV,56.9669,23.1553,49.35,64,65,12.01,broken clouds
651,Pozhva,RU,59.0912,56.0847,51.42,67,64,8.37,broken clouds
652,Seoul,KR,37.5683,126.9778,76.39,31,0,6.91,clear sky
653,Sangar,RU,63.9242,127.4739,35.1,100,100,3.69,overcast clouds
654,Ondangwa,NA,-17.9167,15.95,44.6,39,0,1.14,clear sky
655,Kuytun,RU,54.3419,101.5036,64.56,21,50,4.81,scattered clouds
656,Del Rio,US,29.3627,-100.8968,84.6,37,0,14.97,clear sky
657,Mayumba,GA,-3.432,10.6554,77.56,91,100,6.31,overcast clouds
658,Kousseri,CM,12.0769,15.0306,85.96,51,29,1.14,scattered clouds
659,Shu,KZ,43.5983,73.7614,75.11,47,98,1.12,overcast clouds
660,Vodnany,CZ,49.1479,14.1751,59.76,87,100,6.55,light rain
661,Grand-Lahou,CI,5.1367,-5.0242,77.11,92,100,5.7,overcast clouds
662,Luau,AO,-10.7073,22.2247,67.86,63,5,5.23,clear sky
663,Innisfail,AU,-17.5333,146.0333,76.77,81,11,4.88,few clouds
664,Nhulunbuy,AU,-12.2333,136.7667,86.61,58,40,12.66,scattered clouds
665,Lancaster,US,40.2504,-76.2499,63.52,92,75,4.61,broken clouds
666,Lichinga,MZ,-13.3128,35.2406,59.09,82,0,5.75,clear sky
667,Weyburn,CA,49.6668,-103.8511,48.42,87,100,25.32,moderate rain
668,Guamuchil,MX,25.4667,-108.1,75.67,40,27,7.58,scattered clouds
669,Kill,IE,52.1761,-7.335,51.13,89,100,12.48,overcast clouds
670,Lumding,IN,25.7535,93.1732,85.89,66,85,5.82,overcast clouds
671,Takoradi,GH,4.8845,-1.7554,78.82,87,100,5.08,light rain
672,Samfya,ZM,-11.3649,29.5565,64.87,68,15,7.11,few clouds
673,Severodvinsk,RU,64.5635,39.8302,50.11,74,100,10.83,light rain
674,Caramoan,PH,13.7707,123.8631,86.99,67,40,7.49,scattered clouds
675,Roald,NO,62.5833,6.1333,48.11,81,75,12.66,light rain
676,Cherskiy,RU,68.75,161.3,36.27,99,90,12.88,overcast clouds
677,Kaeo,NZ,-35.1,173.7833,56.71,80,31,3.8,scattered clouds
678,Bajil,YE,15.0584,43.2851,92.64,42,48,4.7,scattered clouds
679,Vorotynets,RU,56.0603,45.8633,46.09,97,100,6.24,overcast clouds
680,Hutchinson,US,38.0608,-97.9298,76.95,61,0,20.71,thunderstorm
681,Stanger,ZA,-29.3282,31.2895,64.29,66,0,5.64,clear sky
682,Carlsbad,US,33.1581,-117.3506,65.71,50,0,1.99,clear sky
683,Sinnar,SD,13.5691,33.5672,95.2,33,17,17.96,few clouds
684,Littleton,US,39.6133,-105.0166,58.19,23,0,4.61,clear sky
685,Balta,UA,47.9355,29.6198,66.7,66,87,7.87,overcast clouds
686,Nong Phai,TH,15.9903,101.0618,87.67,61,100,4.25,overcast clouds
687,Obo,CF,5.3998,26.4869,71.91,85,95,4.14,overcast clouds
688,Manacapuru,BR,-3.2997,-60.6206,74.97,94,100,2.17,overcast clouds
689,Isla Mujeres,MX,21.2311,-86.731,69.85,75,4,10.49,clear sky
690,Mumbwa,ZM,-14.9783,27.0619,65.79,60,0,4.83,clear sky
691,Hobyo,SO,5.3505,48.5268,86.76,61,89,19.33,overcast clouds
692,Kashi,CN,39.4547,75.9797,61.81,72,40,8.95,scattered clouds
693,Porto Novo,BJ,6.4965,2.6036,78.62,86,63,3.85,broken clouds
694,Blagoyevo,RU,63.3667,47.9167,52.93,57,98,12.24,overcast clouds
695,Paamiut,GL,61.994,-49.6678,30.74,80,100,16.89,overcast clouds
696,Ayagoz,KZ,47.9714,80.4392,74.3,30,49,3.06,scattered clouds
697,Lavrentiya,RU,65.5833,-171.0,26.26,82,3,4.99,clear sky
